,alpha,beta,delta_m,eta_spin,lam,lamb,mmax,mmin,mpp,mu_chi_1,mu_chi_1_at_0,mu_chi_2,mu_chi_2_at_0,rho_chi_1,rho_chi_2,sigma_chi_1,sigma_chi_1_at_0,sigma_chi_2,sigma_chi_2_at_0,sigma_spin,sigpp,xi_spin
6880,3.4168458,0.6763642,3.2906432,0.9652605,0.07892318,4.299532,76.607544,5.8715496,30.125057,0.84629893,0.02299925,0.65150607,0.037440553,-0.6023267,-0.61322093,0.16581404,0.20175491,0.07705732,0.49707434,1.1222566,6.8212986,0.96058655
6881,3.6775756,1.1580052,3.6977034,0.90014106,0.037215248,3.4492722,70.86853,5.5791845,32.9913,0.44151428,0.08500079,0.49841455,0.69892853,-0.864529,-0.1743285,0.7884205,0.07909844,0.59773743,0.5463727,1.7943227,8.221115,0.6592743
6882,3.7206306,0.63938355,2.2765925,0.8134105,0.06346475,3.2440195,84.959305,5.531065,33.787453,0.3219536,0.14227784,0.13482471,0.066767946,-0.8850515,0.61275125,0.10071604,0.6555805,0.76450396,0.46773133,0.72541904,3.4186342,0.5322983
6883,3.8416033,0.39357734,2.7627487,0.7638638,0.06287516,3.2270718,86.330215,5.4603634,34.321262,0.37919718,0.121575125,0.12703165,0.015097573,-0.88256395,0.159863,0.10299654,0.5438458,0.64910877,0.3444145,1.1819371,2.731555,0.465661
6884,2.9906974,1.4972341,5.0439777,0.9348377,0.046098627,2.2894173,86.44119,4.9533052,34.49131,0.7745193,0.09399832,0.70190233,0.03994231,-0.7364051,-0.23787361,0.89327663,0.36484823,0.70287746,0.116386086,1.3586278,5.015424,0.74164903
6885,3.3673868,1.4739478,5.10845,0.79653966,0.05328747,1.9135513,82.83463,5.3696027,33.898705,0.84843284,0.23973383,0.5572589,0.16691367,0.7511054,-0.82163024,0.7374323,0.09407374,0.27230364,0.10323395,1.7256796,2.8336205,0.39587316
6886,3.7974901,1.0618618,4.8512244,0.9229541,0.025562577,4.370329,86.91941,5.2023625,34.126423,0.30335838,0.13903798,0.7353739,0.23442736,-0.61869836,0.31805253,0.07123769,0.3109322,0.3973606,0.24056673,1.5043224,4.5185585,0.809853
6887,4.2270527,1.2575002,5.893722,0.97506666,0.028372021,3.732935,94.8599,5.0733767,33.657555,0.100601144,0.06345725,0.8819029,0.030510396,0.51760685,-0.88280153,0.124304384,0.28268185,0.68508905,0.056214962,1.8567331,3.4775846,0.92847145
6888,3.1920567,-0.8736485,6.010602,0.7377592,0.02108162,5.360099,77.672226,3.8523788,35.333614,0.19162585,0.19367257,0.05060287,0.02774304,-0.4419973,0.6804935,0.5725413,0.21167912,0.39983755,0.03342266,1.1224824,2.9442308,0.30217764
6889,4.159252,0.32753658,3.986073,0.9496726,0.032405194,4.118967,95.94403,5.613904,33.01719,0.8187224,0.24795341,0.7736615,0.18646696,0.4322337,0.45489085,0.19846107,0.05244295,0.34845883,0.025626699,1.2284571,2.1478233,0.93381107
6890,3.2769818,1.0389204,5.146864,0.8246524,0.042271126,4.0955744,79.09278,4.748791,34.752037,0.7743893,0.3238796,0.050644945,0.027514262,-0.45839572,0.3650756,0.52231497,0.023349982,0.65839225,0.16663088,3.131902,7.5422177,0.52355534
6891,3.8970938,0.1426835,3.966609,0.7196268,0.018976895,3.7025604,96.71423,5.445174,34.93294,0.09675581,0.0522301,0.9799242,0.47587878,0.6549859,-0.12199384,0.2615519,0.05933713,0.8717929,0.18540588,2.220506,1.1803802,0.8745486
6892,2.966889,-0.16955078,7.6754456,0.84291637,0.056761988,3.7250366,96.52876,3.4891424,34.670498,0.7126348,0.21291125,0.78451765,0.086686224,-0.70055634,-0.14159435,0.82901436,0.13077216,0.59658676,0.06501605,2.3814008,2.5773447,0.7774931
6893,2.81069,-0.26203167,7.9307737,0.7693736,0.0470397,4.3040485,91.07706,3.4615455,33.64973,0.457037,0.2171767,0.6886656,0.07291639,-0.5067148,-0.34940994,0.95054877,0.14594203,0.47198826,0.07834667,2.337618,3.0738952,0.7768556
6894,3.507578,0.21278214,2.6053553,0.8851504,0.052984774,3.105299,84.0554,5.794851,35.990948,0.6144774,0.36072165,0.9846454,0.017040765,-0.3198222,0.7976949,0.0339177,0.27881148,0.9647674,0.081351615,3.519363,2.926322,0.38581666
6895,3.5125465,0.9521103,3.9835231,0.8726481,0.054586306,2.7084236,81.020966,5.586626,35.193672,0.4686436,0.2580146,0.9730732,0.027701456,-0.6631322,0.2957784,0.32427502,0.1863347,0.91022694,0.058662567,3.5871928,2.675069,0.592069
6896,3.7748046,0.6330681,3.5165954,0.86261666,0.05672603,3.233079,87.5941,5.345218,34.003716,0.114614226,0.2403875,0.9897626,0.09242508,-0.2545159,0.6587143,0.6274536,0.15540344,0.9435409,0.012770353,3.403018,2.7861764,0.06563287
6897,3.9723172,-0.27845395,7.5722713,0.9491098,0.009962986,5.118762,81.918015,4.2421265,34.053757,0.90277725,0.25124848,0.029093714,0.06566705,0.1500808,-0.5467187,0.43699864,0.110365674,0.059657868,0.13433203,3.4174564,3.0497544,0.94193745
6898,3.733862,-0.33650112,5.8031454,0.88159925,0.0092077525,6.0788,92.02435,4.978704,35.248882,0.7942324,0.27366668,0.037400335,0.17222606,0.49606216,-0.4124987,0.51249415,0.060873706,0.031318974,0.099831335,3.7681046,2.9221215,0.84795076
6899,3.7606187,2.0008802,3.594409,0.5512007,0.020441616,3.450634,91.03383,5.258279,35.095932,0.0024716696,0.08057763,0.63835126,0.16597132,-0.9894149,0.6284698,0.3211837,0.48736238,0.7723377,0.40494886,3.3258643,6.416135,0.88331085
6900,3.5226603,2.734325,4.277864,0.5197991,0.03860557,3.329153,87.405136,4.0998535,34.06472,0.9688252,0.13436942,0.07290325,0.13034841,0.3778193,-0.7042736,0.7120809,0.05825362,0.15906674,0.2775108,3.0559757,4.5658026,0.1630887
6901,3.7277975,2.836752,4.3333683,0.99872625,0.050267287,2.2805233,92.81709,5.6334434,30.65503,0.9850256,0.20648243,0.35682976,0.7577438,0.2595706,-0.03931886,0.60174793,0.11567741,0.34666437,0.66491723,3.4213727,3.9595232,0.18659322
6902,3.7596774,3.4652815,5.1949263,0.76505756,0.014678986,4.3831205,81.34568,5.317827,35.208267,0.00096463267,0.19121984,0.24252012,0.010170421,-0.85549283,0.57915604,0.38180205,0.28369606,0.6413973,0.07038915,3.952606,3.661322,0.116644196
6903,3.047503,-0.0385139,2.8893077,0.83606917,0.12945864,3.0590773,87.80809,5.355467,36.913864,0.99625504,0.080963194,0.90499485,0.1440997,-0.95842427,-0.33818388,0.36241418,0.4267933,0.45074695,0.91823846,2.9518857,5.8879156,0.9219848
6904,3.6965876,4.0591435,5.753104,0.8494258,0.023590868,4.327013,81.62134,5.21231,34.0243,0.015393371,0.27117676,0.11182916,0.2749625,-0.034356177,0.58994424,0.7375971,0.031337865,0.6231964,0.03811771,3.8915076,4.768549,0.48905176
6905,3.178124,-0.7814857,5.9898705,0.98482144,0.041481968,3.8324747,91.83963,4.1607776,36.44751,0.9326737,0.032775514,0.7464074,0.13388543,-0.9660641,-0.76512265,0.61998236,0.804347,0.547296,0.9558692,2.9124708,5.0615916,0.0803659
6906,3.5386176,2.556665,4.2251596,0.6171016,0.031787507,2.6249447,88.36243,5.259898,34.871655,0.10378271,0.35607973,0.25500894,0.11662551,-0.9854106,0.6913651,0.045008164,0.8970151,0.34277284,0.38703117,0.6816008,4.453839,0.48044518
6907,3.6617818,0.29320383,4.490016,0.5428579,0.05451976,3.2267895,89.008766,5.4406614,29.216192,0.21645619,0.17313345,0.3566078,0.0014954403,-0.70298386,-0.7028265,0.81651187,0.12009782,0.46654755,0.26849312,2.7142358,6.9234805,0.76852375
6908,3.4799209,1.2423258,5.120406,0.98682463,0.021054648,2.9534101,79.77663,5.437723,34.674553,0.18421298,0.16517526,0.6237217,0.24764968,-0.9364884,0.8112489,0.010459818,0.688422,0.45801204,0.2615987,1.6892338,1.38067,0.4010078
6909,3.7789807,0.9201553,4.359351,0.99839485,0.045125317,3.6116772,73.37034,4.975897,35.105732,0.22996953,0.0915078,0.18049335,0.129389,-0.8723044,0.7153441,0.007456704,0.37668642,0.32596874,0.4978962,1.6309468,2.2711587,0.90949094
6910,3.5547981,2.950983,3.6144686,0.5152202,0.028119547,3.2352676,78.623924,5.8415046,32.06714,0.42506152,0.047394507,0.20271681,0.046012957,-0.9855752,-0.90010464,0.93752915,0.7898318,0.86847645,0.29466882,1.167299,4.252681,0.99194115
6911,3.5454154,-0.16374338,4.4006267,0.64748424,0.02461523,4.2836285,78.5,4.73546,33.783936,0.8369354,0.0011421188,0.20392706,0.21868646,-0.33034384,-0.9061511,0.97803897,0.19924086,0.9218778,0.014590241,1.8136829,2.6738873,0.9964747
6912,3.724059,0.8356886,6.27536,0.9770169,0.017429708,3.814868,77.57226,4.835503,33.163696,0.8047037,0.019600725,0.009814241,0.07655901,-0.2533722,-0.7580012,0.13709557,0.23145749,0.731142,0.22186778,1.2630069,3.5510962,0.03608164
6913,4.3282433,1.6752324,5.882905,0.70469373,0.019762361,3.3044043,71.706055,4.855899,33.205833,0.46702772,0.06942162,0.6635189,0.29867253,-0.40948105,0.23738742,0.43475097,0.43353096,0.8927358,0.11464646,2.166745,4.01877,0.23771285
6914,3.7115536,2.630136,6.403227,0.8767166,0.0063329088,4.5808315,84.39134,4.0938377,33.98407,0.348924,0.26697627,0.74150866,0.04885131,0.40188015,0.9518595,0.6296911,0.004691542,0.34750414,0.162841,1.3248233,2.7503128,0.910154
6915,4.3364735,1.69837,4.7405524,0.63110715,0.022975186,2.4014664,73.402985,5.3644056,33.832047,0.17179714,0.07630157,0.28620562,0.39816004,-0.7468305,0.07286787,0.111676775,0.007693994,0.51694673,0.20314841,0.92148584,5.956902,0.29235932
6916,3.196682,3.0848389,4.5959206,0.93097043,0.027846739,3.7764406,71.827614,4.960798,33.26953,0.75505376,0.2845311,0.3265916,0.06844792,0.6708851,0.58258975,0.7608894,0.0018599515,0.73129785,0.1605179,1.170335,2.8931098,0.83447355
6917,3.2477999,0.10536337,4.638768,0.597577,0.061030053,1.9550858,99.22817,5.0358443,36.726593,0.3321185,0.1529625,0.6438681,0.07801455,-0.79038453,-0.46555,0.23661853,0.0011482408,0.3504238,0.28168222,1.014835,5.568963,0.84554136
6918,3.0935502,-0.47209775,6.8977222,0.93228495,0.039827283,3.7291183,96.58173,4.1684694,35.196106,0.14882807,0.31573355,0.05443489,0.34222353,-0.8786706,0.2927332,0.05212219,0.0013208085,0.3609015,0.15275598,3.1686509,1.2645785,0.3290643
6919,3.436551,0.86780953,6.518737,0.61789703,0.01688742,1.8421459,99.30278,4.532465,35.942078,0.29673785,0.12371581,0.24037397,0.27849346,0.21431327,0.6649841,0.2916175,0.0001805537,0.6736284,0.62399167,1.9997494,2.0232449,0.93671167
6920,3.4137335,2.740243,8.508358,0.8168652,0.039516132,3.051938,99.79566,3.9297142,29.949055,0.4745458,0.092102736,0.654991,0.13983491,-0.2563238,-0.5138997,0.032064147,0.00026930246,0.5929585,0.19232205,0.5355491,8.149251,0.05171389
6921,3.6754441,0.1846435,2.2472012,0.72792166,0.02540652,3.5119667,73.581474,5.6160817,37.08761,0.35856855,0.2474402,0.28123042,0.19761676,0.18789709,0.67020106,0.8499745,0.0930508,0.3872763,0.2239351,2.8124921,3.5890818,0.9534513
6922,3.0635338,1.0268602,5.352786,0.8860292,0.042854622,1.712903,97.254745,4.51165,30.796516,0.76082724,0.1380037,0.84976393,0.098858505,-0.40258205,-0.6520772,0.03754748,0.17231311,0.37816665,0.086930774,0.39927056,8.653478,0.17678936
6923,3.8601322,0.19001389,6.1242266,0.8223699,0.0362588,5.474635,71.98593,5.2639084,32.401405,0.65536904,0.05074726,0.9263314,0.07849951,-0.88336605,-0.35951644,0.9536892,0.2634555,0.14599997,0.05110435,2.6088104,3.2996018,0.36416724
6924,3.4081912,0.02417469,4.605665,0.8911916,0.013043779,5.675908,87.74152,4.470566,35.438457,0.20171742,0.046601754,0.6745121,0.33124018,-0.90685207,-0.12015575,0.6935028,0.29797798,0.13668418,0.4583587,1.1867764,2.7329636,0.88174796
6925,3.7915106,0.5956402,5.2316427,0.8028195,0.055971768,2.1795168,86.76625,5.4513893,34.092266,0.8452753,0.078458734,0.18291198,0.068253085,-0.7437373,0.3723135,0.44924212,0.37832034,0.2012917,0.18722074,1.4650801,5.0905547,0.33700132
6926,3.4107113,1.5187888,3.8933625,0.98310214,0.04358942,2.410283,85.47159,5.5939035,34.61873,0.10050547,0.09840846,0.032401916,0.027473565,-0.9369751,-0.8743355,0.50393444,0.92097574,0.42199737,0.83239824,1.0505104,3.851638,0.29125878
6927,3.3828259,0.5527277,8.058766,0.73036927,0.009794392,4.164032,91.27958,3.6510897,31.207542,0.63177,0.083215185,0.8741679,0.3425377,-0.9794438,0.64125156,0.612518,0.21284091,0.23978747,0.93471426,2.21508,4.9259095,0.97909474
6928,3.806263,1.7922139,7.70953,0.9531807,0.022230512,4.2816305,82.39551,4.8108964,37.38137,0.33376738,0.32491204,0.014528511,0.0060960073,-0.8943268,-0.13007575,0.37887925,0.95955193,0.9721246,0.036844052,2.824485,3.8937268,0.5888768
6929,3.285286,-0.78617203,5.674467,0.8835685,0.099031046,5.1877127,88.91617,4.811452,34.90994,0.58012235,0.4475319,0.9235969,0.0080975285,-0.98365515,0.17911756,0.6064022,0.989888,0.02986236,0.6204874,3.22307,4.00881,0.36609527
6930,3.639371,-0.77144074,3.1912866,0.94248563,0.047381643,3.9834728,78.835396,5.646106,32.935085,0.43944418,0.2089034,0.9752408,0.0021672528,-0.9542151,-0.062234998,0.74712616,0.9427157,0.21481492,0.64028,3.4260454,5.8549004,0.599624
6931,3.372192,1.477411,4.1128845,0.8940152,0.04669479,4.296464,81.64042,4.978344,35.466763,0.9063001,0.30270532,0.08190862,0.0004978381,-0.6556617,0.43933034,0.19007504,0.1874709,0.31900463,0.11318097,1.8428996,1.638596,0.5655795
6932,3.483673,1.2583308,5.0105534,0.89238596,0.034471404,1.8172312,83.93331,4.7698975,32.286484,0.34731004,0.25967962,0.8528454,0.001797924,-0.5694679,0.40990698,0.50697124,0.093822375,0.6736209,0.055046435,0.75225097,5.11033,0.27209762
6933,3.3967843,1.2502356,4.0776744,0.64325446,0.06808168,4.273451,87.05129,5.7120814,33.68769,0.09122928,0.0040479503,0.21780717,0.099399336,-0.47991222,0.2419225,0.16326477,0.35307837,0.11440024,0.8876418,1.6142431,4.7137995,0.26115036
6934,3.6010566,1.10428,3.6111298,0.56903,0.03381204,3.1132603,79.83122,5.3624353,33.500107,0.363683,0.0036422142,0.16196424,0.033703446,0.5740409,0.70313406,0.26477852,0.12517363,0.07731719,0.83627015,1.5305855,2.2256734,0.29793355
6935,3.5548153,1.2697852,3.2220676,0.7830503,0.05348648,3.6742601,78.689575,5.9733534,32.927948,0.16935115,0.006099999,0.28594768,0.38569432,-0.95102704,-0.8153309,0.06161357,0.5885987,0.46030316,0.36416644,1.3658495,4.401944,0.5690157
6936,3.6812863,1.1230476,2.8628721,0.74312234,0.030017216,3.0857935,76.32777,5.8417063,34.15288,0.16197287,0.008428604,0.061207104,0.3871395,-0.5895993,-0.7943187,0.13645233,0.16623695,0.7457996,0.5677649,1.0402064,2.2979589,0.5260213
6937,3.4953923,0.08933687,7.3764596,0.8218658,0.02472412,3.2980452,86.749565,5.117055,35.394566,0.27736115,0.13183449,0.5389292,0.15584831,0.70238435,-0.41765672,0.74597645,0.052153323,0.68292373,0.380161,0.9194642,2.3355901,0.35865605
6938,3.6212406,0.78889585,5.313278,0.8269765,0.020829668,3.562993,87.73004,4.9269886,35.707047,0.15959705,0.33479106,0.58205575,0.11800145,-0.65602624,-0.42338896,0.74966216,0.102971755,0.31906202,0.05238855,1.158346,2.8506448,0.82147205
6939,3.4737964,-0.6684189,6.6829276,0.94965005,0.020689474,5.055772,79.50905,4.432728,34.247887,0.60249513,0.04062932,0.41667253,0.023181198,0.5001099,-0.3230598,0.20302776,0.22764637,0.84269506,0.152647,1.1886103,2.4864244,0.7089125
6940,3.6644864,0.58008265,5.1437273,0.9711876,0.026649853,4.1010847,80.89461,4.8384066,32.455505,0.6759955,0.2733058,0.28513205,0.008943806,-0.8797669,0.018331885,0.3596323,0.27376494,0.8557095,0.11566547,0.93034756,2.296913,0.99857783
6941,2.7721639,0.21903372,6.2728314,0.69953746,0.027965207,1.8254843,71.09311,3.7462976,35.316647,0.25673932,0.122798935,0.7534769,0.28975543,-0.990979,0.502241,0.6346667,0.6774371,0.38138813,0.6543857,2.9326346,1.7027683,0.112170525
6942,3.5477262,1.3488173,4.180403,0.99278545,0.058140654,3.4359932,74.7191,5.3612947,33.117317,0.8578788,0.32377422,0.3212502,0.037807893,-0.9039202,-0.61939263,0.079787545,0.14145596,0.4765869,0.08467926,0.847177,5.0420084,0.98045945
6943,3.3723125,2.8151097,4.766623,0.98860514,0.052402508,2.8868313,88.76002,5.300357,30.89449,0.5009854,0.2026403,0.5093645,0.20240761,-0.7403964,-0.43455827,0.22530723,0.06607495,0.5649076,0.32991716,2.552764,4.788519,0.92941725
6944,3.4312,2.5402985,4.357406,0.9933089,0.04427979,3.1937714,88.732666,4.6372366,31.174297,0.37346157,0.16941114,0.69206077,0.25903797,-0.7805251,-0.74050045,0.29744527,0.13865979,0.61063796,0.37351602,3.106091,4.2397904,0.8973619
6945,4.3642387,0.21411395,6.8636866,0.522241,0.022672828,5.345455,78.42117,5.345828,32.297295,0.5766505,0.15457986,0.4722674,0.13306054,0.29367745,0.8270885,0.62492293,0.10579204,0.6539067,0.05713172,2.1565354,9.238229,0.44653374
6946,2.7568574,3.5414739,3.8033674,0.9761094,0.10547491,0.61709404,75.68643,5.7300854,33.320236,0.22273135,0.35732463,0.3274424,0.03579134,-0.8236714,-0.9923441,0.03850399,0.36086535,0.7650184,0.52293724,2.1226563,2.499972,0.8023274
6947,2.7283034,3.6869884,3.5832944,0.97458434,0.10950002,0.78037167,78.18434,5.711417,32.659172,0.17803183,0.32826912,0.38311508,0.025226763,-0.8833426,-0.9929476,0.053381167,0.27925113,0.7536856,0.5024822,1.976841,2.2638724,0.8217774
6948,3.5452394,3.477344,3.8361096,0.78831446,0.07174512,1.3669214,73.44005,5.701359,33.057343,0.10647792,0.10923866,0.51378113,0.0036184418,-0.45301855,-0.972763,0.5321934,0.1358685,0.31373626,0.80737287,1.2117258,4.9528685,0.9791103
6949,3.4515362,-1.2459357,5.3731546,0.7739076,0.042042106,6.2898216,98.35138,4.8231354,33.74534,0.637576,0.187449,0.5395626,0.13567755,-0.73259157,0.9508327,0.47560182,0.11953077,0.7333284,0.12359572,2.424622,5.202965,0.9485164
6950,3.5382261,-0.65611315,5.3853235,0.8771298,0.024899058,6.283745,98.55424,4.53513,32.281155,0.32682136,0.12899794,0.48731866,0.12792361,0.23461199,0.8180425,0.17291434,0.28392255,0.70865667,0.27738464,2.7089255,4.1803784,0.43991283
6951,2.5850487,3.2996511,3.5564203,0.8122012,0.04029672,1.8668833,71.204414,4.7612715,32.22858,0.6543876,0.18836454,0.31586125,0.20427655,-0.7901961,-0.7961532,0.7073459,0.11284974,0.23361346,0.04517844,3.5519981,2.5027013,0.45317942
6952,3.4552383,1.8139977,3.1973991,0.7344161,0.042307973,2.6718197,70.27951,5.256736,35.701515,0.22232631,0.29291186,0.025661392,0.109512724,-0.72785443,-0.98408395,0.44296223,0.061647598,0.031477116,0.08824361,3.1683538,2.4536035,0.25829014
6953,3.3615422,0.39289522,5.217381,0.68179864,0.062968075,3.9443226,70.72194,4.8239903,32.060234,0.060623355,0.058552075,0.26744443,0.1709388,0.72115815,0.87657344,0.038081773,0.26335675,0.05288004,0.5005235,2.471551,5.312395,0.6758075
6954,3.6149101,2.0279703,5.26122,0.80216134,0.018714875,3.9009466,98.87774,5.0482616,32.982735,0.18372115,0.10708564,0.36245427,0.109281436,-0.68543756,-0.99519104,0.5722548,0.83551085,0.98039746,0.34704277,1.6387807,1.8517238,0.4096631
6955,4.1643667,0.1655786,4.908684,0.5323579,0.018034998,4.4589796,76.653755,5.4154196,34.512894,0.03653392,0.29924646,0.10178979,0.09591095,-0.83384883,-0.09942013,0.36154166,0.077017255,0.11173575,0.73450834,1.3149955,4.922451,0.77108836
6956,3.1995564,2.0760245,1.9017674,0.58436656,0.079340674,2.5856152,92.22293,5.898892,33.018444,0.18162215,0.2360758,0.065167114,0.2637711,0.43124175,0.30672204,0.0048887357,0.1622312,0.12775484,0.32455602,1.7211701,2.789908,0.70345557
6957,3.5965843,0.5212743,9.122424,0.68764937,0.004953727,3.6952686,80.15063,2.8983207,33.135876,0.4010281,0.15339658,0.16542375,0.23143253,0.2133956,-0.9486496,0.60960567,0.22777592,0.9370528,0.7644174,1.0583581,2.421165,0.5213599
6958,4.113799,0.5127828,3.3012133,0.7605874,0.025426228,5.1884766,86.30257,5.881503,34.958035,0.6747618,0.21809515,0.73177767,0.09197426,-0.8291503,0.7656909,0.27483356,0.096720025,0.046532027,0.017248055,1.2635841,3.819518,0.9595774
6959,3.8030915,2.1944299,3.5082374,0.89349276,0.034643732,4.3692064,81.032715,5.6955547,32.54042,0.21570028,0.25515315,0.5667303,0.11914337,0.8174962,0.04752636,0.69560015,0.14976788,0.34847945,0.0064731217,2.3687615,2.331266,0.036634024
6960,3.491909,2.7409782,4.7179976,0.83201003,0.029513117,1.6430588,89.261826,5.1255665,37.228798,0.01121911,0.2792675,0.7225081,0.10457253,0.34089875,0.04332912,0.17301282,0.21266958,0.13597521,0.00089414214,3.444303,1.8705666,0.16735254
6961,3.7055779,-0.4802618,4.0321603,0.86937076,0.08446842,4.522642,79.731415,5.439805,31.375017,0.98988205,0.17848052,0.45439935,0.18506542,-0.9430417,-0.21242797,0.84641755,0.2627289,0.8389975,0.6355519,2.2000887,9.523567,0.82942426
6962,3.550095,3.2215443,5.2245636,0.65408,0.065452725,2.295536,90.22762,4.606996,27.023018,0.0152100185,0.1791105,0.4237502,0.116432585,0.7630923,0.044362545,0.24726336,0.13726845,0.22069108,0.062280238,2.2762487,8.779068,0.57234657
6963,3.336986,1.2137179,4.5671353,0.5476557,0.036059543,2.9635868,87.54274,4.991857,29.107563,0.24111123,0.1999439,0.46861395,0.08805348,0.57432485,-0.72242403,0.02611929,0.2502844,0.042267196,0.09885817,0.6750354,6.914895,0.4246217
6964,3.7659478,0.27518845,5.5957756,0.86188304,0.07306944,4.2505245,82.98179,5.0385795,30.734367,0.44053337,0.29344416,0.26560962,0.25339833,-0.93069726,0.20702374,0.025704177,0.033864576,0.99106324,0.007180481,2.580772,6.912649,0.7130614
6965,2.605475,-0.27287054,5.535202,0.877648,0.04777253,2.6060085,78.516235,4.2312837,29.515457,0.049747325,0.09989765,0.0042418553,0.074774384,0.101756215,0.67958176,0.8809183,0.3038586,0.99231696,0.042382427,0.84257543,6.8691177,0.57936585
6966,4.5974464,2.3905654,3.4434657,0.9566669,0.021236867,3.8374157,85.10225,5.904791,30.770947,0.2842741,0.0512392,0.98791784,0.09963831,-0.049956143,-0.56772244,0.25938952,0.20084105,0.14388338,0.2929785,1.2554681,5.732467,0.9455361
6967,4.709199,3.0687003,4.723012,0.9557581,0.026802134,4.2145557,78.95762,5.8612337,33.11657,0.3286643,0.0652379,0.9908137,0.25029752,-0.67748934,-0.54506224,0.17792155,0.14313279,0.11443501,0.42350328,1.1405032,5.462732,0.8500202
6968,3.5967202,1.3705461,4.9707274,0.8305318,0.031089043,5.1604643,85.37372,4.6095023,30.998375,0.22508973,0.28865957,0.1883039,0.06183524,-0.9524888,0.1623509,0.7345167,0.3802137,0.034027945,0.2816185,1.0187067,4.7780523,0.44610992
6969,3.607842,0.31508875,3.6797519,0.98318136,0.06867997,3.3443213,73.97506,5.5365267,30.880972,0.06223483,0.33193082,0.70515245,0.021240313,-0.5262482,-0.03342706,0.06842511,0.25389254,0.19529057,0.06339792,1.4038361,6.925073,0.8925386
6970,4.4345627,1.2024124,5.147135,0.8814687,0.012518798,4.99022,78.049805,5.4475584,36.990364,0.6548591,0.24258856,0.7531641,0.09867759,-0.8176273,-0.115740836,0.58560413,0.21464805,0.46842745,0.14730728,0.91876686,2.186956,0.2240644
6971,4.5034475,0.85442567,4.613113,0.91140056,0.010393286,4.7340183,84.57098,5.5004272,36.63575,0.4921135,0.23827547,0.84802496,0.106401764,-0.53920794,-0.36404157,0.44342962,0.18025632,0.7292308,0.14019714,1.7085928,1.6526339,0.54255295
6972,3.1201391,0.939528,3.4933283,0.8646689,0.14191408,1.4492435,81.607025,4.9696426,27.92123,0.089448705,0.19707163,0.10271037,0.22279443,-0.87429005,0.0792737,0.28985614,0.18063067,0.5703104,0.3822837,2.9179816,9.344171,0.119878195
6973,2.989328,1.9864044,4.4352484,0.77128613,0.08993251,2.4148092,79.88893,5.7744665,27.044441,0.014605449,0.14121097,0.37223244,0.07201439,0.71121264,-0.3591798,0.79532117,0.073053665,0.7270166,0.16990979,1.1773744,7.2565565,0.9713353
6974,3.1664681,1.6896913,0.5459548,0.7057719,0.13274615,3.365778,78.67972,5.6100245,28.869473,0.10840626,0.058738474,0.4511127,0.13908757,0.5581187,0.22224545,0.7577704,0.014932938,0.7131094,0.30300057,1.5754721,7.114201,0.81396395
6975,3.5104923,-0.25403428,6.079847,0.99541974,0.04642563,4.6961937,80.8857,5.042886,31.80923,0.56725687,0.37724,0.02899107,0.0152359465,-0.20631433,0.5510043,0.7513612,0.23432845,0.63633436,0.08365602,1.4875846,2.5115142,0.82132435
6976,3.3596482,0.0030603409,4.6834707,0.84823346,0.03318166,3.1297283,83.829865,5.0803747,34.766525,0.42717326,0.1909647,0.8979137,0.14631939,-0.9904869,-0.43356627,0.05387811,0.52029085,0.7049812,0.4385736,1.1928539,3.7217324,0.4191805
6977,3.5972342,0.13452959,4.502833,0.8899181,0.042515438,3.8064613,87.50582,4.9149237,36.6358,0.37844503,0.046828322,0.5099937,0.117766105,-0.989553,-0.42504197,0.4189255,0.869102,0.7796588,0.32756123,1.0476542,3.8840353,0.7304794
6978,3.1215,1.4452312,5.412149,0.82651603,0.051136285,1.6471491,90.179184,4.748025,31.73132,0.47438473,0.038670197,0.96008015,0.2994998,-0.9998071,-0.7532215,0.9734654,0.594362,0.7420642,0.49109766,2.584572,2.801972,0.79042435
6979,3.1843357,1.1978898,5.512093,0.75790226,0.053730354,2.7055073,98.429634,4.469548,33.77472,0.32607108,0.03882311,0.9300601,0.3015259,-0.9978726,-0.69139624,0.8623045,0.2611893,0.868721,0.32823458,2.817339,4.282547,0.7302764
6980,3.7982712,0.86764216,4.474117,0.7580383,0.069691464,0.8327093,94.34682,4.8413215,31.104048,0.38965446,0.082545385,0.34874675,0.1159854,-0.87698704,0.13900328,0.033876885,0.18072917,0.59350705,0.070867814,1.6358736,8.428688,0.5648698
6981,4.0306196,0.36486435,5.4526634,0.9796529,0.00760075,5.396511,75.018196,5.168887,33.603455,0.40628222,0.11180594,0.79289323,0.012736228,0.35537553,0.876017,0.4633718,0.16660771,0.43830907,0.24340871,1.1007959,1.0356852,0.6191088
6982,3.117928,0.91204214,5.782229,0.71426433,0.028932437,4.550276,71.97051,4.811518,35.94118,0.86938345,0.24796176,0.45323738,0.006238965,-0.33883488,-0.43743873,0.78552073,0.07920284,0.31693852,0.10827414,3.0007546,1.0203791,0.9263832
6983,3.5957856,-0.8894062,6.4341187,0.9627343,0.014812174,4.803236,87.28566,4.091983,34.05654,0.62388533,0.122742854,0.16201322,0.2912993,0.50086784,0.280859,0.831577,0.13114701,0.7925062,0.18911725,0.67350715,1.3308158,0.3151164
