event,lnBayes
GW150914,0.16142698
GW150914,0.7255373
GW150914,0.106018566
GW150914,0.3761188
GW150914,0.072348095
GW150914,0.020149192
GW150914,0.10317023
GW150914,0.14888674
GW150914,0.12692216
GW150914,0.18832825
GW150914,0.016830001
GW150914,0.021572119
GW150914,0.13077171
GW150914,0.47364336
GW150914,0.1903515
GW150914,0.0694032
GW150914,0.09590239
GW150914,0.3195644
GW150914,0.33042863
GW150914,0.23290779
GW150914,0.23290779
GW150914,0.4374561
GW150914,0.6416816
GW150914,0.04812573
GW150914,0.08082097
GW150914,0.10203124
GW150914,0.24745134
GW150914,0.15969035
GW150914,0.3262507
GW150914,0.23961924
GW150914,0.32121566
GW150914,0.58432055
GW150914,0.20738843
GW150914,0.09315583
GW150914,0.09573363
GW150914,0.19760516
GW150914,0.17808248
GW150914,0.047539227
GW150914,0.02883724
GW150914,0.019391017
GW150914,0.042600162
GW150914,0.21220587
GW150914,0.33376268
GW150914,0.23675413
GW150914,0.049992498
GW150914,0.14636995
GW150914,0.1715412
GW150914,0.12053822
GW150914,0.12560125
GW150914,0.03922079
GW150914,0.041597333
GW150914,0.15962218
GW150914,0.16189623
GW150914,0.028470483
GW150914,0.0342232
GW150914,0.41836733
GW150914,0.11521956
GW150914,0.08699174
GW150914,0.054800946
GW150914,0.025018765
GW150914,0.016443687
GW150914,0.021914005
GW150914,1.1424961
GW150914,0.022732731
GW150914,0.017747412
GW150914,0.02199844
GW150914,0.24375916
GW150914,0.461627
GW150914,0.08063315
GW150914,0.21002913
GW150914,0.0836872
GW150914,0.0836872
GW150914,0.052239418
GW150914,0.018936565
GW150914,0.020669539
GW150914,0.13076732
GW150914,0.05133489
GW150914,0.021697408
GW150914,0.19996694
GW150914,0.22289844
GW150914,0.19169132
GW150914,0.22810465
GW150914,0.22723159
GW150914,0.10183982
GW150914,0.10953479
GW150914,0.05546328
GW150914,0.0384259
GW150914,0.052953765
GW150914,0.10708609
GW150914,0.26174542
GW150914,0.19417664
GW150914,0.19417664
GW150914,0.07305864
GW150914,0.26302332
GW150914,0.14424036
GW150914,0.02674008
GW150914,0.02718543
GW150914,0.2016211
GW150914,0.01655473
GW150914,0.031491797
